timestamp,passenger_count,rolling_mean_48,rolling_std_48,diff_1,hour,dayofweek,is_weekend
2014-07-03 02:00,5826,15345.1,6831.93,-1272,2,3,0
2014-07-03 02:30,4383,15360.7,6805.42,-1443,2,3,0
2014-07-03 03:00,3270,15366.5,6794.82,-1113,3,3,0
2014-07-03 03:30,2948,15375.1,6778.47,-322,3,3,0
2014-07-03 04:00,3146,15387.1,6755.79,198,4,3,0
2014-07-03 04:30,3077,15399.4,6732.23,-69,4,3,0
2014-07-03 05:00,3000,15402.2,6727.03,-77,5,3,0
2014-07-03 05:30,4592,15404.5,6723.25,1592,5,3,0
2014-07-03 06:00,6486,15398.2,6731.62,1894,6,3,0
2014-07-03 06:30,10113,15378.1,6746.22,3627,6,3,0
2014-07-03 07:00,12240,15347,6757.38,2127,7,3,0
2014-07-03 07:30,14574,15302.8,6755.29,2334,7,3,0
2014-07-03 08:00,16778,15253.2,6735.12,2204,8,3,0
2014-07-03 08:30,18910,15231.5,6721.3,2132,8,3,0
2014-07-03 09:00,18350,15207.5,6707.77,-560,9,3,0
2014-07-03 09:30,17218,15170.5,6691.32,-1132,9,3,0
2014-07-03 10:00,16097,15145.2,6685.35,-1121,10,3,0
2014-07-03 10:30,16409,15114,6675.7,312,10,3,0
2014-07-03 11:00,15893,15088.2,6670.11,-516,11,3,0
2014-07-03 11:30,16778,15050.5,6654.99,885,11,3,0
2014-07-03 12:00,17604,15018.6,6638.66,826,12,3,0
2014-07-03 12:30,18665,15006.2,6631.14,1061,12,3,0
2014-07-03 13:00,19045,15014.1,6635.8,380,13,3,0
2014-07-03 13:30,19261,15017.9,6638.24,216,13,3,0
2014-07-03 14:00,19363,15034.9,6648.52,102,14,3,0
2014-07-03 14:30,19078,15045,6654.41,-285,14,3,0
2014-07-03 15:00,18193,15049.8,6656.6,-885,15,3,0
2014-07-03 15:30,16635,15050,6656.65,-1558,15,3,0
2014-07-03 16:00,14615,15049.6,6656.68,-2020,16,3,0
2014-07-03 16:30,13759,15046.9,6657.18,-856,16,3,0
2014-07-03 17:00,17008,15038.1,6654.25,3249,17,3,0
2014-07-03 17:30,19595,14989.7,6611.43,2587,17,3,0
2014-07-03 18:00,21328,14941.7,6555.45,1733,18,3,0
2014-07-03 18:30,22661,14903.1,6503.19,1333,18,3,0
2014-07-03 19:00,29985,15009.3,6708.12,7324,19,3,0
2014-07-03 19:30,21501,14897.4,6548.94,-8484,19,3,0
2014-07-03 20:00,22684,14911.5,6565.24,1183,20,3,0
2014-07-03 20:30,22188,14993.3,6632.02,-496,20,3,0
2014-07-03 21:00,22663,15031.2,6671.24,475,21,3,0
2014-07-03 21:30,19573,14968.7,6612.8,-3090,21,3,0
2014-07-03 22:00,17136,14859,6530.05,-2437,22,3,0
2014-07-03 22:30,16606,14807.9,6506.07,-530,22,3,0
2014-07-03 23:00,16166,14779.8,6497.01,-440,23,3,0
2014-07-03 23:30,16020,14794.6,6499.06,-146,23,3,0
2014-07-04 00:00,15591,14856,6492.24,-429,0,4,0
2014-07-04 00:30,14395,14935.8,6461.8,-1196,0,4,0
2014-07-04 01:00,12535,15021.6,6400.44,-1860,1,4,0
2014-07-04 01:30,11341,15110,6317.44,-1194,1,4,0
2014-07-04 02:00,9980,15196.6,6215.17,-1361,2,4,0
2014-07-04 02:30,8404,15280.4,6092.21,-1576,2,4,0
2014-07-04 03:00,7200,15362.2,5952.16,-1204,3,4,0
2014-07-04 03:30,6578,15437.9,5812.5,-622,3,4,0
2014-07-04 04:00,5657,15490.2,5709.91,-921,4,4,0
2014-07-04 04:30,4474,15519.3,5648.52,-1183,4,4,0
2014-07-04 05:00,3459,15528.8,5627.23,-1015,5,4,0
2014-07-04 05:30,3276,15501.4,5684.56,-183,5,4,0
2014-07-04 06:00,3595,15441.2,5796.33,319,6,4,0
2014-07-04 06:30,4240,15318.8,5970.56,645,6,4,0
2014-07-04 07:00,4828,15164.4,6145.18,588,7,4,0
2014-07-04 07:30,4926,14963.4,6320.19,98,7,4,0
2014-07-04 08:00,5165,14721.5,6469.76,239,8,4,0
2014-07-04 08:30,5776,14447.9,6565.87,611,8,4,0
2014-07-04 09:00,7338,14218.4,6618.79,1562,9,4,0
2014-07-04 09:30,7839,14023,6666.63,501,9,4,0
2014-07-04 10:00,8623,13867.3,6704.33,784,10,4,0
2014-07-04 10:30,9731,13728.2,6719.74,1108,10,4,0
2014-07-04 11:00,11024,13626.8,6723.11,1293,11,4,0
2014-07-04 11:30,13231,13552.9,6707.21,2207,11,4,0
2014-07-04 12:00,13613,13469.7,6680.61,382,12,4,0
2014-07-04 12:30,13737,13367.1,6636.79,124,12,4,0
2014-07-04 13:00,15574,13294.8,6592.37,1837,13,4,0
2014-07-04 13:30,14226,13189.9,6535.23,-1348,13,4,0
2014-07-04 14:00,18480,13171.5,6518.71,4254,14,4,0
2014-07-04 14:30,18265,13154.5,6504.07,-215,14,4,0
2014-07-04 15:00,16575,13120.8,6481.56,-1690,15,4,0
2014-07-04 15:30,16417,13116.3,6479.12,-158,15,4,0
2014-07-04 16:00,14703,13118.1,6479.56,-1714,16,4,0
2014-07-04 16:30,13469,13112.1,6479.09,-1234,16,4,0
2014-07-04 17:00,12105,13009.9,6454.97,-1364,17,4,0
2014-07-04 17:30,11676,12844.9,6383.89,-429,17,4,0
2014-07-04 18:00,15487,12723.2,6273.46,3811,18,4,0
2014-07-04 18:30,15077,12565.2,6111.25,-410,18,4,0
2014-07-04 19:00,14999,12253,5560.36,-78,19,4,0
2014-07-04 19:30,14487,12106.9,5402.06,-512,19,4,0
2014-07-04 20:00,14415,11934.6,5185.07,-72,20,4,0
2014-07-04 20:30,13796,11759.8,4968.97,-619,20,4,0
2014-07-04 21:00,14036,11580.1,4715.78,240,21,4,0
2014-07-04 21:30,14021,11464.4,4581.74,-15,21,4,0
2014-07-04 22:00,15593,11432.3,4546.38,1572,22,4,0
2014-07-04 22:30,16589,11431.9,4545.97,996,22,4,0
2014-07-04 23:00,17984,11469.8,4593.57,1395,23,4,0
2014-07-04 23:30,18035,11511.8,4644.96,51,23,4,0
2014-07-05 00:00,17576,11553.1,4690.66,-459,0,5,1
2014-07-05 00:30,16189,11590.5,4720.84,-1387,0,5,1
2014-07-05 01:00,14441,11630.2,4736.94,-1748,1,5,1
2014-07-05 01:30,12535,11655.1,4738.52,-1906,1,5,1
2014-07-05 02:00,11006,11676.5,4733.12,-1529,2,5,1
2014-07-05 02:30,9151,11692,4723.35,-1855,2,5,1
2014-07-05 03:00,8010,11708.9,4708.38,-1141,3,5,1
2014-07-05 03:30,7096,11719.7,4696.95,-914,3,5,1
2014-07-05 04:00,6407,11735.3,4677.56,-689,4,5,1
2014-07-05 04:30,4421,11734.2,4679.32,-1986,4,5,1
2014-07-05 05:00,3126,11727.3,4692.08,-1295,5,5,1
2014-07-05 05:30,2514,11711.4,4722.47,-612,5,5,1
2014-07-05 06:00,2550,11689.6,4762.92,36,6,5,1
2014-07-05 06:30,3148,11666.9,4801.71,598,6,5,1
2014-07-05 07:00,3658,11642.5,4839.98,510,7,5,1
2014-07-05 07:30,4345,11630.4,4857.83,687,7,5,1
2014-07-05 08:00,4682,11620.3,4871.99,337,8,5,1
2014-07-05 08:30,6248,11630.2,4860.4,1566,8,5,1
2014-07-05 09:00,7454,11632.6,4858.25,1206,9,5,1
2014-07-05 09:30,9010,11657,4841.71,1556,9,5,1
2014-07-05 10:00,10280,11691.5,4825.49,1270,10,5,1
2014-07-05 10:30,11488,11728.1,4816.96,1208,10,5,1
2014-07-05 11:00,11595,11740,4815.89,107,11,5,1
2014-07-05 11:30,13098,11737.2,4815.05,1503,11,5,1
2014-07-05 12:00,12623,11716.6,4808.96,-475,12,5,1
2014-07-05 12:30,13031,11701.9,4803.73,408,12,5,1
2014-07-05 13:00,13263,11653.8,4775.6,232,13,5,1
2014-07-05 13:30,13349,11635.5,4767.22,86,13,5,1
2014-07-05 14:00,13822,11538.4,4671.37,473,14,5,1
2014-07-05 14:30,13716,11443.7,4577.19,-106,14,5,1
2014-07-05 15:00,13919,11388.3,4529.65,203,15,5,1
2014-07-05 15:30,14203,11342.2,4488.44,284,15,5,1
2014-07-05 16:00,13179,11310.5,4469.51,-1024,16,5,1
2014-07-05 16:30,13708,11315.4,4472.1,529,16,5,1
2014-07-05 17:00,13897,11352.8,4486.29,189,17,5,1
2014-07-05 17:30,14740,11416.6,4512.7,843,17,5,1
2014-07-05 18:00,14575,11397.6,4497.09,-165,18,5,1
2014-07-05 18:30,16085,11418.6,4516.95,1510,18,5,1
2014-07-05 19:00,18182,11484.9,4593.35,2097,19,5,1
2014-07-05 19:30,16861,11534.4,4638.92,-1321,19,5,1
2014-07-05 20:00,14140,11528.6,4635.45,-2721,20,5,1
2014-07-05 20:30,14477,11542.8,4643.58,337,20,5,1
2014-07-05 21:00,15293,11569,4661.45,816,21,5,1
2014-07-05 21:30,15457,11598.9,4682.08,164,21,5,1
2014-07-05 22:00,16048,11608.4,4690.79,591,22,5,1
2014-07-05 22:30,17477,11626.9,4712.55,1429,22,5,1
2014-07-05 23:00,16391,11593.7,4672.27,-1086,23,5,1
2014-07-05 23:30,17006,11572.3,4644.36,615,23,5,1
2014-07-06 00:00,15427,11527.5,4595.35,-1579,0,6,1
2014-07-06 00:30,14615,11494.7,4566.91,-812,0,6,1
2014-07-06 01:00,13124,11467.3,4552.77,-1491,1,6,1
2014-07-06 01:30,12222,11460.8,4551.43,-902,1,6,1
2014-07-06 02:00,11134,11463.4,4551.2,-1088,2,6,1
2014-07-06 02:30,9145,11463.3,4551.26,-1989,2,6,1
2014-07-06 03:00,8624,11476.1,4542.2,-521,3,6,1
2014-07-06 03:30,7885,11492.5,4527.42,-739,3,6,1
2014-07-06 04:00,7167,11508.4,4510.55,-718,4,6,1
2014-07-06 04:30,4805,11516.4,4498.04,-2362,4,6,1
2014-07-06 05:00,3103,11515.9,4498.95,-1702,5,6,1
2014-07-06 05:30,2671,11519.2,4492.32,-432,5,6,1
2014-07-06 06:00,2510,11518.3,4494.02,-161,6,6,1
2014-07-06 06:30,2917,11513.5,4503.29,407,6,6,1
2014-07-06 07:00,3189,11503.8,4521.17,272,7,6,1
2014-07-06 07:30,4107,11498.8,4529.31,918,7,6,1
2014-07-06 08:00,4122,11487.1,4547.93,15,8,6,1
2014-07-06 08:30,5654,11474.8,4563.27,1532,8,6,1
2014-07-06 09:00,6360,11452,4586.45,706,9,6,1
2014-07-06 09:30,8406,11439.4,4594.12,2046,9,6,1
2014-07-06 10:00,9372,11420.5,4600.86,966,10,6,1
2014-07-06 10:30,11067,11411.7,4601.12,1695,10,6,1
2014-07-06 11:00,11595,11411.7,4601.12,528,11,6,1
2014-07-06 11:30,12909,11407.8,4599.73,1314,11,6,1
2014-07-06 12:00,13715,11430.5,4608.56,806,12,6,1
2014-07-06 12:30,13648,11443.4,4613.98,-67,12,6,1
2014-07-06 13:00,14296,11464.9,4625.04,648,13,6,1
2014-07-06 13:30,14798,11495.1,4642.3,502,13,6,1
2014-07-06 14:00,15473,11529.5,4665.96,675,14,6,1
2014-07-06 14:30,16032,11577.7,4700.9,559,14,6,1
2014-07-06 15:00,14661,11593.2,4709.97,-1371,15,6,1
2014-07-06 15:30,14836,11606.4,4718.31,175,15,6,1
2014-07-06 16:00,13700,11617.2,4722.61,-1136,16,6,1
2014-07-06 16:30,14565,11635.1,4732.29,865,16,6,1
2014-07-06 17:00,15392,11666.2,4752.37,827,17,6,1
2014-07-06 17:30,16866,11710.5,4791.37,1474,17,6,1
2014-07-06 18:00,16893,11758.8,4832.36,27,18,6,1
2014-07-06 18:30,16877,11775.3,4848.77,-16,18,6,1
2014-07-06 19:00,17025,11751.2,4819.03,148,19,6,1
2014-07-06 19:30,15884,11730.8,4799.01,-1141,19,6,1
2014-07-06 20:00,14487,11738.1,4802.98,-1397,20,6,1
2014-07-06 20:30,14159,11731.4,4799.34,-328,20,6,1
2014-07-06 21:00,16135,11749,4814.15,1976,21,6,1
2014-07-06 21:30,16165,11763.7,4826.82,30,21,6,1
2014-07-06 22:00,14025,11721.6,4797.36,-2140,22,6,1
2014-07-06 22:30,13970,11648.5,4734.13,-55,22,6,1
2014-07-06 23:00,13198,11582,4688.28,-772,23,6,1
2014-07-06 23:30,11355,11464.3,4619.63,-1843,23,6,1
2014-07-07 00:00,8675,11323.6,4599.15,-2680,0,0,0
2014-07-07 00:30,7180,11168.7,4611.13,-1495,0,0,0
2014-07-07 01:00,5178,11003.2,4681.53,-2002,1,0,0
2014-07-07 01:30,3658,10824.8,4795.89,-1520,1,0,0
2014-07-07 02:00,3181,10659.1,4920.73,-477,2,0,0
2014-07-07 02:30,2402,10518.6,5059.18,-779,2,0,0
2014-07-07 03:00,1944,10379.4,5202.26,-458,3,0,0
2014-07-07 03:30,1877,10254.2,5334.15,-67,3,0,0
2014-07-07 04:00,2257,10152,5440.63,380,4,0,0
2014-07-07 04:30,2280,10099.4,5505.25,23,4,0,0
2014-07-07 05:00,2575,10088.4,5520.04,295,5,0,0
2014-07-07 05:30,4174,10119.7,5481.19,1599,5,0,0
2014-07-07 06:00,6346,10199.6,5395.17,2172,6,0,0
2014-07-07 06:30,10594,10359.5,5287.4,4248,6,0,0
2014-07-07 07:00,12632,10556.2,5189.7,2038,7,0,0
2014-07-07 07:30,14893,10781,5137.77,2261,7,0,0
2014-07-07 08:00,16470,11038.2,5106.3,1577,8,0,0
2014-07-07 08:30,18998,11316.2,5169.78,2528,8,0,0
2014-07-07 09:00,17792,11554.4,5199.83,-1206,9,0,0
2014-07-07 09:30,16396,11720.8,5224.73,-1396,9,0,0
2014-07-07 10:00,14128,11819.9,5224.34,-2268,10,0,0
2014-07-07 10:30,14161,11884.4,5233.93,33,10,0,0
2014-07-07 11:00,14154,11937.7,5243.94,-7,11,0,0
2014-07-07 11:30,15074,11982.8,5261.75,920,11,0,0
2014-07-07 12:00,15188,12013.5,5276.35,114,12,0,0
2014-07-07 12:30,15483,12051.7,5295.06,295,12,0,0
2014-07-07 13:00,15338,12073.4,5306.58,-145,13,0,0
2014-07-07 13:30,16242,12103.5,5326.41,904,13,0,0
2014-07-07 14:00,16579,12126.5,5343.66,337,14,0,0
2014-07-07 14:30,16885,12144.3,5358.32,306,14,0,0
2014-07-07 15:00,16824,12189.4,5388.94,-61,15,0,0
2014-07-07 15:30,16238,12218.6,5407.36,-586,15,0,0
2014-07-07 16:00,15702,12260.3,5426.72,-536,16,0,0
2014-07-07 16:30,15132,12272.1,5432.45,-570,16,0,0
2014-07-07 17:00,17500,12316,5466.63,2368,17,0,0
2014-07-07 17:30,19167,12364,5517.23,1667,17,0,0
2014-07-07 18:00,21398,12457.8,5633.01,2231,18,0,0
2014-07-07 18:30,22382,12572.5,5779.05,984,18,0,0
2014-07-07 19:00,22270,12681.8,5913.06,-112,19,0,0
2014-07-07 19:30,20575,12779.5,6005.16,-1695,19,0,0
2014-07-07 20:00,18824,12869.9,6063.74,-1751,20,0,0
2014-07-07 20:30,17909,12948,6104.72,-915,20,0,0
2014-07-07 21:00,19707,13022.4,6165.87,1798,21,0,0
2014-07-07 21:30,19066,13082.8,6211.37,-641,21,0,0
2014-07-07 22:00,17755,13160.5,6246.64,-1311,22,0,0
2014-07-07 22:30,16583,13215,6265.21,-1172,22,0,0
2014-07-07 23:00,14955,13251.6,6270.24,-1628,23,0,0
2014-07-07 23:30,11849,13261.9,6267.46,-3106,23,0,0
2014-07-08 00:00,9292,13274.7,6258.48,-2557,0,1,0
2014-07-08 00:30,8110,13294.1,6240.62,-1182,0,1,0
2014-07-08 01:00,7352,13339.4,6188.14,-758,1,1,0
2014-07-08 01:30,5049,13368.4,6144.94,-2303,1,1,0
2014-07-08 02:00,3451,13374,6135.53,-1598,2,1,0
2014-07-08 02:30,2465,13375.3,6133.14,-986,2,1,0
2014-07-08 03:00,2125,13379.1,6126.02,-340,3,1,0
2014-07-08 03:30,1877,13379.1,6126.02,-248,3,1,0
2014-07-08 04:00,2069,13375.2,6133.33,192,4,1,0
2014-07-08 04:30,2080,13371,6141.09,11,4,1,0
2014-07-08 05:00,2375,13366.8,6148.64,295,5,1,0
2014-07-08 05:30,4303,13369.5,6144.56,1928,5,1,0
2014-07-08 06:00,6537,13373.5,6139.98,2234,6,1,0
2014-07-08 06:30,11331,13388.9,6133.8,4794,6,1,0
2014-07-08 07:00,13565,13408.3,6132.83,2234,7,1,0
2014-07-08 07:30,16455,13440.8,6145,2890,7,1,0
2014-07-08 08:00,18310,13479.2,6169.99,1855,8,1,0
2014-07-08 08:30,20288,13506,6197.29,1978,8,1,0
2014-07-08 09:00,19564,13543,6228.56,-724,9,1,0
2014-07-08 09:30,19380,13605.1,6272.38,-184,9,1,0
2014-07-08 10:00,16507,13654.7,6285.99,-2873,10,1,0
2014-07-08 10:30,16939,13712.6,6303.51,432,10,1,0
2014-07-08 11:00,16113,13753.4,6312.76,-826,11,1,0
2014-07-08 11:30,17537,13804.7,6333.7,1424,11,1,0
2014-07-08 12:00,18120,13865.8,6361.4,583,12,1,0
2014-07-08 12:30,18038,13919,6385.87,-82,12,1,0
2014-07-08 13:00,17870,13971.8,6408.26,-168,13,1,0
2014-07-08 13:30,18427,14017.3,6432.44,557,13,1,0
2014-07-08 14:00,18971,14067.1,6461.91,544,14,1,0
2014-07-08 14:30,19071,14112.6,6489.83,100,14,1,0
2014-07-08 15:00,18646,14150.6,6511.32,-425,15,1,0
2014-07-08 15:30,18229,14192.1,6531.21,-417,15,1,0
2014-07-08 16:00,15977,14197.8,6532.69,-2252,16,1,0
2014-07-08 16:30,15026,14195.6,6532.38,-951,16,1,0
2014-07-08 17:00,17398,14193.5,6531.3,2372,17,1,0
2014-07-08 17:30,20865,14228.9,6563.33,3467,17,1,0
2014-07-08 18:00,23875,14280.5,6630.29,3010,18,1,0
2014-07-08 18:30,25290,14341,6718.59,1415,18,1,0
2014-07-08 19:00,25510,14408.5,6815.53,220,19,1,0
2014-07-08 19:30,24535,14491,6915,-975,19,1,0
2014-07-08 20:00,21922,14555.6,6970.54,-2613,20,1,0
2014-07-08 20:30,20113,14601.5,7000.29,-1809,20,1,0
2014-07-08 21:00,22079,14650.9,7045.33,1966,21,1,0
2014-07-08 21:30,23111,14735.2,7123.02,1032,21,1,0
2014-07-08 22:00,25209,14890.5,7270,2098,22,1,0
2014-07-08 22:30,21978,15002.9,7338.1,-3231,22,1,0
2014-07-08 23:00,18320,15073,7353.69,-3658,23,1,0
2014-07-08 23:30,14881,15136.1,7338.42,-3439,23,1,0
2014-07-09 00:00,12053,15193.7,7302.37,-2828,0,2,0
2014-07-09 00:30,9409,15220.7,7277.92,-2644,0,2,0
2014-07-09 01:00,7740,15228.8,7269.21,-1669,1,2,0
2014-07-09 01:30,5528,15238.8,7255.25,-2212,1,2,0
2014-07-09 02:00,4667,15264.1,7215.23,-861,2,2,0
2014-07-09 02:30,3242,15280.3,7186.72,-1425,2,2,0
2014-07-09 03:00,2678,15291.8,7165.59,-564,3,2,0
2014-07-09 03:30,2370,15302.1,7146.28,-308,3,2,0
2014-07-09 04:00,2475,15310.6,7130.51,105,4,2,0
2014-07-09 04:30,2304,15315.2,7121.73,-171,4,2,0
2014-07-09 05:00,2491,15317.6,7117.27,187,5,2,0
2014-07-09 05:30,4117,15313.8,7123.44,1626,5,2,0
2014-07-09 06:00,6435,15311.6,7126.13,2318,6,2,0
2014-07-09 06:30,11067,15306.1,7129.37,4632,6,2,0
2014-07-09 07:00,13384,15302.4,7130.36,2317,7,2,0
2014-07-09 07:30,17194,15317.8,7133.69,3810,7,2,0
2014-07-09 08:00,18510,15321.9,7135.54,1316,8,2,0
2014-07-09 08:30,20464,15325.6,7138.19,1954,8,2,0
2014-07-09 09:00,19777,15330,7140.95,-687,9,2,0
2014-07-09 09:30,18928,15320.6,7135.79,-849,9,2,0
2014-07-09 10:00,17243,15336,7139.18,-1685,10,2,0
2014-07-09 10:30,17490,15347.4,7142.26,247,10,2,0
2014-07-09 11:00,16558,15356.7,7143.56,-932,11,2,0
2014-07-09 11:30,17830,15362.8,7145.59,1272,11,2,0
2014-07-09 12:00,18203,15364.5,7146.28,373,12,2,0
2014-07-09 12:30,18126,15366.4,7146.99,-77,12,2,0
2014-07-09 13:00,18122,15371.6,7148.96,-4,13,2,0
2014-07-09 13:30,18488,15372.9,7149.52,366,13,2,0
2014-07-09 14:00,18487,15362.8,7144.68,-1,14,2,0
2014-07-09 14:30,18542,15351.8,7139.24,55,14,2,0
2014-07-09 15:00,18240,15343.3,7135.5,-302,15,2,0
2014-07-09 15:30,17393,15325.9,7129.32,-847,15,2,0
2014-07-09 16:00,15175,15309.2,7128.7,-2218,16,2,0
2014-07-09 16:30,15360,15316.2,7128.58,185,16,2,0
2014-07-09 17:00,17103,15310,7126.88,1743,17,2,0
2014-07-09 17:30,19561,15282.9,7107.71,2458,17,2,0
2014-07-09 18:00,22262,15249.2,7069.94,2701,18,2,0
2014-07-09 18:30,24725,15237.5,7053.31,2463,18,2,0
2014-07-09 19:00,25995,15247.6,7068.67,1270,19,2,0
2014-07-09 19:30,26319,15284.8,7123.03,324,19,2,0
